sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,1
0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,0
0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,0
2,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,0
2,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,1
1,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,0
0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,1
1,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,0
0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,1
1,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,0
0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,1
0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,1
2,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,1
2,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,1
2,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,0
1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,0
1,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,1
0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,0
1,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,0
1,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,0
0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0
1,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,1
0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,1
1,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,1
0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,1
0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,1
1,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,0
0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,1
0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0
1,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,0
2,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,1
2,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,1
0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,1
1,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,0
0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,1
2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,0
1,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,0
2,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
2,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,1
0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,1
1,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,1
0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,1
0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,1
2,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,1
1,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,1
0,0.65,0.515,0.215,1.498,0.564,0.323,0.425,1
0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,1
0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,1
2,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,1
1,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,0
0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,1
1,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,0
0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,1
2,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,1
1,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,0
2,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,1
2,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,1
1,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,0
2,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,0
1,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,0
0,0.525,0.41,0.15,0.708,0.274,0.151,0.25,1
2,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,0
1,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,0
2,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,0
1,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,0
2,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,1
2,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,0
2,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,1
0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,1
2,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,1
2,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,1
1,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,1
2,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,1
2,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,1
2,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,0
0,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,1
2,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,1
0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,1
1,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,0
2,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,1
2,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,1
0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,1
0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,1
0,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,1
2,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,1
2,0.605,0.475,0.15,1.15,0.575,0.232,0.297,1
2,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,1
2,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,0
0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,1
2,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,1
2,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,1
2,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,0
2,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,0
0,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,1
2,0.47,0.375,0.13,0.523,0.214,0.132,0.145,0
1,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,0
2,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,0
1,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,0
1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,0
2,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,1
2,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,1
1,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,0
0,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,1
