sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,1
0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,1
1,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,1
2,0.465,0.36,0.105,0.431,0.172,0.107,0.175,1
0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,0
0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,1
0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,1
0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,1
0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,1
0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,1
0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,1
1,0.355,0.275,0.085,0.22,0.092,0.06,0.15,0
0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,1
2,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,1
0,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,1
0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,1
0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,1
1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,0
2,0.59,0.45,0.185,1.283,0.473,0.276,0.425,1
2,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,1
0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,1
1,0.465,0.375,0.12,0.471,0.222,0.119,0.14,1
2,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,1
0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,1
1,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,0
2,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,1
1,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,0
2,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,1
1,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,0
0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,1
1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,0
2,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,1
2,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,0
1,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,0
0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,1
0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,1
1,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,0
0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,1
2,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,1
1,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,1
2,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,0
0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,1
2,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,1
0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,1
2,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,1
1,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,0
0,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,1
0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,0
1,0.4,0.32,0.095,0.348,0.194,0.053,0.087,0
2,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,0
1,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,0
1,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,0
0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,0
2,0.585,0.47,0.165,1.409,0.8,0.229,0.295,1
1,0.495,0.375,0.115,0.507,0.241,0.103,0.15,0
0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,1
0,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,1
2,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,0
2,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,1
2,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,1
1,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,0
2,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,0
2,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,1
2,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,1
2,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,1
2,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,1
0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,1
1,0.395,0.31,0.095,0.313,0.131,0.072,0.093,0
2,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,1
0,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,1
2,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,1
2,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,1
2,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,1
0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,1
2,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,1
2,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,1
2,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,1
2,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,1
1,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,0
1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,0
