sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2,0.635,0.515,0.17,1.275,0.509,0.286,0.34,1
0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,1
2,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,1
0,0.635,0.495,0.18,1.596,0.617,0.317,0.37,1
1,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,0
1,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,0
0,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,0
1,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,0
1,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,0
2,0.5,0.39,0.145,0.651,0.273,0.132,0.22,1
1,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,0
2,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,1
2,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,1
1,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,0
1,0.475,0.375,0.11,0.456,0.182,0.099,0.16,1
0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,1
2,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,1
0,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,1
1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,0
1,0.29,0.225,0.075,0.152,0.071,0.059,0.045,1
2,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,0
1,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,0
1,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,1
0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,1
1,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,0
0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,1
2,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,1
1,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,1
2,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,0
1,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,0
2,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,1
1,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,1
1,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,0
2,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,0
0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,1
2,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,1
2,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,1
2,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,1
2,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,1
0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,1
2,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,1
2,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,1
1,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,1
0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,0
0,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,1
0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,1
1,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,1
2,0.5,0.4,0.165,0.825,0.254,0.205,0.285,1
0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,1
2,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,1
2,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,0
2,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,1
2,0.34,0.255,0.095,0.213,0.081,0.034,0.07,1
