sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
2,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,1
0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,1
2,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,1
1,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,0
0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,1
2,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,1
1,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,0
0,0.59,0.45,0.16,0.9,0.358,0.156,0.315,1
0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,1
1,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,0
0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,1
0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,1
1,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,1
2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,0
2,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,0
2,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,1
2,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,1
1,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,1
2,0.6,0.47,0.165,1.059,0.504,0.241,0.275,1
1,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,1
2,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,0
1,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,0
2,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,1
2,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,1
0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,1
0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,1
0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,1
2,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,0
0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,1
0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,1
1,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,0
0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,1
2,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,0
1,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,1
2,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,1
1,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,0
0,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,1
2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,1
0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,1
1,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,0
