Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
0,4,1,5,8,3,4,0,40,39,0
2,4,15,2,3,0,4,1,45,39,1
2,4,12,2,10,0,4,1,38,39,1
2,4,8,2,1,0,4,1,40,39,0
2,4,9,2,7,0,2,1,48,39,0
2,2,15,2,11,0,4,1,61,39,1
2,1,15,0,4,4,2,0,40,39,1
2,1,11,2,6,0,4,1,40,39,0
0,4,5,4,8,1,4,0,40,39,0
4,1,11,2,1,0,4,1,40,39,0
2,4,1,0,11,1,4,0,18,39,0
2,4,7,0,7,4,0,0,40,39,0
3,0,1,4,0,3,4,1,18,39,0
1,4,11,4,3,3,4,1,40,39,0
2,4,4,5,9,4,3,0,35,26,0
2,0,12,2,0,0,4,1,40,39,1
4,7,15,2,4,0,4,1,35,39,1
2,4,9,2,10,0,4,1,40,39,1
2,4,12,2,4,0,2,1,40,39,1
2,4,15,0,14,1,4,1,40,39,0
2,4,15,2,12,0,4,1,35,39,0
4,2,9,6,1,4,1,0,35,30,0
2,4,11,5,14,4,2,1,40,39,0
2,4,11,5,6,4,2,0,40,39,0
2,4,9,2,10,0,4,1,50,39,1
1,6,11,0,7,1,4,1,50,39,0
2,4,12,2,12,0,4,1,40,39,1
1,4,11,0,3,1,4,1,60,39,0
2,4,15,0,10,1,4,0,40,39,0
0,4,11,4,3,3,4,1,25,39,0
2,4,2,2,14,0,4,1,30,39,0
2,6,10,0,10,4,4,1,63,2,1
2,4,11,2,7,0,4,1,40,39,1
