Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
0,4,15,4,12,3,4,1,28,39,0
4,4,11,2,1,5,4,0,38,39,0
2,4,9,2,4,0,4,1,55,39,1
4,4,9,2,10,0,4,1,50,39,1
2,4,9,2,1,0,1,1,40,39,1
2,4,11,2,3,0,4,1,25,39,0
2,7,12,2,10,0,2,1,60,39,1
2,5,11,2,4,0,4,1,55,39,1
2,6,9,2,12,0,4,1,40,39,1
2,4,15,2,4,0,4,1,40,39,1
1,4,14,4,10,1,1,1,10,19,0
4,4,9,2,14,0,4,1,60,39,1
2,4,8,2,12,0,4,1,50,39,1
4,4,15,0,8,1,4,0,50,39,0
2,7,12,2,4,0,4,1,40,39,1
2,1,15,0,10,4,4,0,40,39,1
4,4,11,0,14,1,4,1,56,39,1
0,4,8,2,1,2,4,0,40,39,0
4,4,11,2,12,0,4,1,40,39,1
2,2,11,2,8,0,2,1,40,33,0
2,4,11,2,1,0,4,1,40,39,0
2,4,9,2,1,0,1,1,40,39,1
