Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
4,6,11,2,12,0,4,1,80,39,0
2,4,9,2,10,0,4,1,40,39,1
2,5,9,2,12,0,4,1,60,39,1
0,4,11,2,3,0,4,1,40,39,0
1,7,9,2,11,0,4,1,40,39,1
4,4,4,6,9,4,2,0,4,39,0
4,4,11,2,12,0,4,1,50,39,1
4,6,11,2,12,0,4,1,80,39,0
2,4,7,2,13,0,4,1,55,39,0
1,4,0,2,6,0,4,1,40,39,0
0,4,15,4,8,3,4,1,30,39,0
2,1,11,0,10,4,4,0,40,39,0
2,4,11,2,4,0,1,1,45,39,1
2,2,12,2,10,0,4,1,40,39,0
2,4,9,2,10,0,4,1,43,39,1
2,4,15,2,3,0,4,1,40,39,1
2,4,10,2,4,0,4,1,60,39,1
4,5,11,2,4,0,4,1,40,39,1
4,5,9,2,4,0,4,1,50,39,1
1,6,11,4,5,3,4,1,40,39,0
2,4,11,2,3,0,4,1,40,39,1
2,4,5,2,7,0,4,1,40,39,0
2,5,15,2,8,5,4,0,18,39,1
2,4,9,2,1,0,4,1,44,39,0
2,4,9,2,12,0,4,1,40,39,1
1,4,1,2,3,0,4,1,65,39,0
1,4,7,4,10,4,2,0,36,39,0
2,4,0,5,7,1,4,0,40,39,0
1,4,15,4,1,3,4,0,40,27,0
1,4,9,2,12,0,4,1,40,39,1
2,4,14,2,10,0,4,1,50,39,1
4,4,11,2,6,0,4,1,40,39,1
4,4,11,2,1,5,2,0,38,39,1
4,1,11,2,1,0,4,1,40,39,0
1,6,8,2,5,0,4,1,40,39,0
2,4,14,2,10,0,4,1,75,39,1
2,4,11,2,1,5,4,0,40,39,0
2,4,14,4,8,1,4,0,35,39,0
0,4,2,4,6,3,2,0,52,39,0
2,2,11,2,11,0,2,1,35,39,1
1,4,9,4,4,1,4,1,70,39,1
2,4,11,2,3,0,4,1,40,0,0
2,4,14,2,10,0,4,1,55,39,1
2,4,9,2,10,0,4,1,40,39,1
1,4,11,2,9,5,4,0,40,39,0
2,4,11,2,1,5,4,0,40,39,1
2,4,15,2,12,0,4,1,40,39,1
2,4,9,5,13,4,4,0,40,39,0
1,4,12,4,10,1,4,0,40,39,0
4,6,12,2,10,0,4,1,30,39,1
2,4,11,2,12,0,4,1,55,39,1
2,4,1,0,11,1,4,0,18,39,0
2,4,14,2,10,0,4,1,65,39,1
4,5,11,2,12,0,4,1,30,39,0
0,4,11,4,5,3,4,1,40,39,0
2,0,15,4,0,3,4,1,40,39,0
2,5,12,0,4,4,1,1,60,19,1
1,4,8,2,3,0,4,1,40,39,0
0,4,15,4,1,1,4,0,30,39,0
2,0,15,4,0,3,4,1,40,39,0
2,4,11,2,14,0,4,1,40,39,1
2,4,15,0,8,1,4,0,52,39,1
4,6,0,6,14,2,4,0,40,39,0
4,4,15,2,3,0,4,1,40,39,0
2,4,9,2,4,0,4,1,40,39,1
4,4,15,2,4,0,4,1,60,39,1
