Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
2,6,14,2,10,0,4,1,70,39,1
4,0,6,4,0,3,4,0,45,39,0
2,6,10,0,10,4,4,1,63,2,1
2,4,11,2,4,0,4,1,50,39,1
4,1,9,2,4,0,4,1,48,39,1
2,2,15,2,7,0,4,1,40,39,1
1,4,12,4,10,1,4,0,40,39,0
2,4,11,2,7,0,4,1,55,39,0
1,4,5,4,3,1,4,1,40,39,0
4,4,15,2,10,0,2,1,56,14,1
0,4,15,4,12,3,4,1,40,39,0
2,4,9,2,3,0,1,1,40,1,1
2,4,11,0,8,4,2,0,40,39,0
4,6,11,0,12,1,4,1,30,39,0
2,4,9,2,10,5,2,0,35,14,1
1,1,9,4,1,4,2,0,40,39,0
2,4,15,2,12,0,4,1,40,39,1
1,4,9,4,8,3,4,1,43,39,0
4,7,10,2,10,0,4,1,50,39,1
2,6,8,5,4,4,4,0,40,39,0
1,7,15,2,10,5,4,0,50,39,0
2,4,8,2,10,0,1,1,40,40,1
2,4,11,2,10,0,4,1,40,39,1
2,2,14,2,10,5,4,0,60,39,1
2,4,12,2,4,0,4,1,50,39,1
0,4,1,4,12,1,4,1,30,39,0
2,4,14,2,10,0,4,1,55,39,1
1,2,9,4,13,3,4,1,40,39,0
4,4,15,6,4,1,4,0,54,39,0
1,4,6,4,14,1,4,1,35,39,0
2,4,11,5,1,4,2,0,40,39,0
4,4,6,2,9,5,4,0,6,39,0
4,4,5,2,7,5,4,0,44,2,0
2,4,15,0,12,4,4,0,40,39,0
2,4,12,2,4,0,4,1,45,39,1
2,4,9,2,12,0,4,1,35,39,0
2,2,4,4,8,4,3,0,40,8,0
0,4,11,4,8,2,4,0,35,39,0
1,7,11,2,3,0,4,1,40,39,1
4,4,15,2,3,0,4,1,40,39,1
4,6,5,2,3,0,4,1,40,39,0
2,4,7,0,4,3,4,0,40,39,0
2,4,15,2,12,0,4,1,48,39,1
2,0,12,0,0,3,4,0,55,39,0
4,4,9,2,12,0,4,1,6,39,0
4,5,10,2,10,0,4,1,65,39,1
2,6,15,2,4,0,4,1,35,39,1
2,5,11,2,4,0,4,1,55,39,1
1,4,11,4,8,2,2,0,30,39,0
2,4,9,2,10,5,2,0,35,14,1
2,4,9,2,10,5,4,0,40,39,1
2,2,12,2,10,5,2,0,35,39,1
2,4,11,4,8,4,2,0,24,39,0
2,4,9,2,13,0,2,1,55,39,1
2,4,9,0,1,4,4,0,40,39,0
2,5,9,2,12,0,4,1,60,39,1
4,4,8,0,1,1,2,0,32,39,0
2,2,15,2,7,0,4,1,40,39,1
1,4,11,0,6,4,4,1,40,39,0
2,4,11,2,3,0,4,1,40,0,0
2,4,7,4,7,1,4,0,44,39,1
2,4,11,6,1,4,4,0,40,39,0
2,4,15,2,14,0,4,1,40,39,1
4,4,15,2,13,0,4,1,40,39,1
2,4,11,5,14,4,2,1,40,39,0
2,4,12,4,12,4,4,1,60,39,1
4,5,15,6,4,1,4,1,40,39,1
2,4,9,2,4,5,4,0,30,39,1
4,4,11,2,3,0,4,1,50,39,1
2,4,9,2,12,0,4,1,40,39,1
2,6,12,2,12,0,4,1,45,39,1
2,4,9,2,4,0,4,1,50,39,1
1,4,9,2,1,0,4,1,40,39,1
4,4,9,2,4,0,4,1,50,39,1
4,6,5,2,3,0,4,1,40,39,0
1,4,15,4,4,3,3,0,40,39,0
2,2,11,2,11,0,2,1,35,39,1
2,6,9,2,12,5,4,0,60,39,1
2,4,11,3,7,4,4,0,40,39,0
0,4,15,4,12,3,4,0,24,39,0
2,4,8,2,1,0,4,1,40,39,1
4,4,8,2,10,0,4,1,40,39,1
2,4,9,2,4,0,4,1,55,39,1
2,4,9,0,4,4,4,1,40,39,1
2,4,11,2,12,5,4,0,40,39,1
2,4,15,0,12,4,4,0,40,39,0
2,4,11,2,8,0,2,1,35,39,0
1,4,11,4,1,1,4,1,18,39,0
2,4,8,2,1,0,4,1,40,39,1
4,4,11,2,6,0,4,1,40,39,1
2,4,9,4,10,4,4,0,40,39,0
2,4,11,4,8,1,4,0,47,39,0
4,4,11,2,3,0,4,1,40,39,0
2,6,12,0,12,4,4,1,5,39,1
4,5,14,2,10,0,4,1,35,39,1
2,4,12,2,10,0,4,1,60,39,1
4,4,15,2,4,0,4,1,40,39,1
2,7,11,4,14,1,2,1,40,39,0
4,6,0,6,14,2,4,0,40,39,0
1,4,11,0,3,1,4,1,60,39,0
