Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
4,5,9,2,12,0,4,1,60,39,1
2,4,15,0,1,1,4,1,45,39,0
2,4,11,2,3,0,4,1,40,39,1
2,5,7,2,4,0,4,1,50,39,1
2,6,9,2,4,0,4,1,50,39,1
4,4,12,4,10,1,4,0,55,0,0
4,4,11,2,4,0,4,1,40,39,1
2,4,1,2,7,0,4,1,40,39,0
2,4,2,2,3,0,4,1,40,39,1
2,2,15,2,11,0,4,1,40,39,1
2,4,4,3,3,1,4,1,40,26,0
2,4,9,2,12,0,4,1,45,39,1
4,4,15,2,12,0,4,1,40,39,1
2,4,9,2,10,0,4,1,48,39,1
2,2,9,0,10,4,4,0,40,39,0
1,4,15,4,1,4,4,0,38,39,0
4,4,11,2,14,0,4,1,40,39,0
0,4,15,4,8,3,4,0,40,39,0
2,4,9,0,4,4,4,1,40,39,1
2,4,11,2,12,0,4,1,44,39,1
2,4,9,0,10,4,4,0,43,39,1
2,4,9,2,4,0,2,1,45,39,1
2,0,11,2,0,0,4,1,25,39,0
2,2,12,0,10,1,4,0,35,39,0
4,2,11,2,14,0,2,1,60,39,0
